A1,A12A,A12B,A12B1,A12B2A,A12B2B,A12B2C,A12B2C2,A12B3A,A12B3B,A12B3C,A12B3C2,A12C,A3,A4,A41,A5,A51,A512,B1,B11B1,B2,B2O,B3,B4,B5,B6,B6O,B7,B8A,B8B,B8C,B8D,B8DO,B9,C1,C2,C22A,C22B,C22C,C3,D1,D1O,D2,D2O,D3,D3O,E1,E11A,E11B,E11C,E21,E22,E23,E3,E32A,E32AO,E32BA,E32BAO,E32BB,E32BBO,E32BC,E32BCO,F1,F11,F21,F22,F23,F3,F321,F322,F323,G1,G2,G3,G4,G5,G6,G7A,G7B,G8,G81,G9,S1,code,w
2,1,3, , , , , ,3,,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,9,1,,1,4,2,2, ,5,20851,2,1.238172285
2,1,3, , , , , ,3,4,2,5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,5,2,12,5,3,,1,6,5,20853,2,1.238172285
2,1,1,3, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,5,6,15,8,3,3,2, ,5,20859,2,1.238172285
2,1,3, , , , , ,3,1,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,2, ,5,20864,2,1.238172285
2,1,, , , , , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,7,1,22,,,,2, ,5,20866,2,1.238172285
2,1,1,4, , , , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,8,3,23,4,4,,1,7,5,20871,2,1.238172285
2,1,3, , , , , ,3,,1, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,5,5,,4,,2,1,1,5,20878,2,1.238172285
2,1,3, , , , , ,3,3,2,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,7,3,,1,,,1,7,5,20882,2,1.238172285
2,,1,2, , , , , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,6,3,,4,2,2,2, ,5,20884,2,1.238172285
2,1,1,4, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,8,1,23,1,2,,2, ,5,20896,2,1.238172285
2,1,3, , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,6,2,22,3,3,2,2, ,5,20897,2,1.238172285
2,1,3, , , , , ,3,4,2,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,6,1,22,1,2,,1,7,5,20902,2,1.238172285
2,1,3, , , , , ,3,4,2,4,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,6,3,12,3,1,1,1,4,5,20990,2,1.238172285
2,1,3, , , , , ,3,,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,6,2,,1,2,1,1,7,5,20995,2,1.238172285
2,2,1,3, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,4,5,12,5,3,2,1,1,5,21013,2,1.238172285
2,1,3, , , , , ,2,5,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,6,5,14,9,4,3,1,1,5,21016,2,1.238172285
2,1,3, , , , , ,3,5,2,4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,7,1,22,,4,3,2, ,5,21035,2,1.238172285
2,1,3, , , , , ,3,4,2,5,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,4,4,22,1,2,1,2, ,5,21127,2,1.238172285
2,1,3, , , , , ,2,1,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,5,5,15,9,4,2,1,1,5,21128,2,1.238172285
2,2,1,3, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,6,5,12,4,,,1,1,5,21160,2,1.238172285
2,,, , , , , , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,4,3,12,4,3,2,1,1,5,21168,2,1.238172285
2,1,1,3, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,5,3,,2,3,2,1,1,5,21191,2,1.238172285
2,1,3, , , , , ,3,4,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,7,2,23,,,,2, ,5,21220,2,1.238172285
2,1,3, , , , , ,2,3,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,4,2,24,1,5,,1,7,5,21233,2,1.238172285
2,1,3, , , , , ,3,4,2,3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,2, ,5,21270,2,1.238172285
2,1,3, , , , , ,3,4,2,2,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,5,4,12,9,3,1,1,7,5,21294,2,1.238172285
2,1,3, , , , , ,3,1,2,7,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,5,3,11,3,2,2,1,1,5,21299,2,1.238172285
2,,1,1, , , , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,4,3,12,3,3,,1,1,5,21312,2,1.238172285
2,1,3, , , , , ,3,1,2,5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,6,2,22,2,4,2,2, ,5,21335,2,1.238172285
2,1,3, , , , , ,3,2,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,6,2,22,,5,1,1,2,5,21345,2,1.238172285
2,1,3, , , , , ,3,,2,,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,,,,,,,,2, ,5,21412,2,1.238172285
2,1,3, , , , , ,2,,2,5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,6,1,14,3,5,2,2, ,5,21428,2,1.238172285
2,1,3, , , , , ,3,4,1, ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,9,3,23,4,,,1,4,5,21432,2,1.238172285
2,1,3, , , , , ,3,4,2,7,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,6,5,23,7,1,2,1,1,5,21442,2,1.238172285
2,1,3, , , , , ,3,4,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,5,3,,3,2,,1,4,5,21460,2,1.238172285
2,1,3, , , , , ,3,2,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,5,2,,4,2,,1,8,5,21461,2,1.238172285
2,1,3, , , , , ,3,5,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,2, ,5,21472,2,1.238172285
2,1,3, , , , , ,3,4,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,2, ,5,21478,2,1.238172285
2,1,3, , , , , ,3,,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,4,4,,5,2,2,1,1,5,21485,2,1.238172285
2,1,3, , , , , ,3,,2,2,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,4,5,13,9,2,,2, ,5,21653,2,1.238172285
2,1,1,4, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,3,3,14,3,4,,1,6,5,21740,2,1.238172285
2,,1,, , , , , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,6,5,22,,,,2, ,5,21802,2,1.238172285
2,1,1,3, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,,,,,,2,2, ,5,21886,2,1.238172285
2,1,3, , , , , ,3,2,2,2,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,3,2,,2,,,1,7,5,21940,2,1.238172285
2,2,1,1, , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,8,2,22,1,4,,1,7,5,22138,2,1.238172285
2,1,1,1, , , , , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,3,5,13,4,5,,1,7,5,22322,2,0.04423749
2,,, , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,7,1,,,,,1,2,5,22367,2,0.920636491
2,1,1,4, , , , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,5,4,23,3,4,2,1,6,5,22591,2,0.920636491
2,2,3, , , , , ,1,4,2,8,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,4,3,12,5,3,1,1,2,5,22758,2,0.920636491
2,,1,5, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,7,3,23,9,3,4,1,1,5,22806,2,0.920636491
2,2,1,4, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,3,6,13,8,3,4,1,1,5,22830,2,0.92082872
2,,1,4, , , , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,3,3,12,3,4,,2, ,5,22857,2,0.92082872
2,2,1,1, , , , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,3,5,15,4,4,2,1,3,5,22935,2,0.92082872
2,1,1,1, , , , , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,4,2,14,6,3,2,2, ,5,22944,2,0.92082872
2,2,1,1, , , , , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,3,6,,4,4,1,2, ,5,23010,2,0.92082872
2,2,1,1, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,4,5,14,1,2,2,1,1,5,23156,2,0.92082872
2,1,3, , , , , ,3,4,2,5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,3,5,14,3,2,2,1,1,5,23324,2,0.92082872
2,2,1,4, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,7,6,,9,2,4,1,9,5,23328,2,0.051009649
2,1,1,1, , , , , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,2, ,5,23335,2,0.051009649
2,,1,1, , , , , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,2, ,5,23384,2,0.99339886
2,2,1,2, , , , , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,5,3,22,,,2,1,1,5,23709,2,0.078808269
1, , , , , , , , , , , , ,3,1,3,1,2,3,2, ,2, ,1,7,4,6, ,3,7,4,4,8, ,7, , , , , , ,6, ,3, ,2, ,1,1,2,7,1,1,2,1, , , , , , , , ,2, ,1,4,,2,9,, ,2,1,3,5,,,3,3,2, ,5,22568,2,0.920636491
1, , , , , , , , , , , , ,8,2, ,2, , ,1,8653,3, ,2,4,6,6, ,6,,,,, ,6, , , , , , ,4, ,1, ,5, ,1,1,4,13,2,1,2,1, , , , , , , , ,2, ,1,2,3,1, , , ,1,1,4,3,13,6,4,2,1,1,5,23404,2,0.99339886
1, , , , , , , , , , , , ,,2, ,1,1, ,1,50604,4, ,1,8,8,7, ,5,8,4,8,9, ,7, , , , , , ,4, ,1, ,3, ,1,2,, ,2,,,1, , , , , , , , ,2, ,, , ,1, , , ,1,1,8,1,23,2,3,,1,7,5,21991,2,1.238172285
1, , , , , , , , , , , , ,4,1,3,1,1, ,2, ,2, ,1,7,1,2, ,5,6,2,1,4, ,6, , , , , , ,6, ,2, ,4, ,1,2,, ,1,1,1,1, , , , , , , , ,2, ,2,4,6,2,9,, ,1,1,7,5,23,7,3,,1,4,5,21333,2,1.238172285
1, , , , , , , , , , , , ,8,1,2,1,1, ,2, ,, ,2,8,2,2, ,5,7,3,3,4, ,7, , , , , , ,1, ,1, ,1, ,1,2,, ,1,1,1,1, , , , , , , , ,2, ,1,6,,2,3,8,9,1,2,7,3,22,2,2,2,2, ,5,23092,2,0.92082872
1, , , , , , , , , , , , ,,1,3,1,1, ,2, ,, ,1,8,2,3, ,4,8,1,2,2, ,5, , , , , , ,2, ,1, ,2, ,1,2,, ,2,1,1,1, , , , , , , , ,2, ,1,2,6,1, , , ,,2,5,4,,4,3,1,2, ,5,21173,2,1.238172285
1, , , , , , , , , , , , ,4,1,3,2, , ,2, ,2, ,1,8,4,7, ,3,8,2,2,5, ,7, , , , , , ,8, ,1, ,5, ,1,2,, ,2,2,1,1, , , , , , , , ,2, ,1,2,6,1, , , ,1,1,6,3,14,4,3,2,1,1,5,21945,2,1.238172285
1, , , , , , , , , , , , ,6,1,3,2, , ,1,27840,6,38,1,6,4,6, ,6,6,1,4,8, ,5, , , , , , ,9, ,1, ,2, ,1,2,3,,1,,,1, , , , , , , , ,2, ,4,, ,2,9,, ,1,1,7,2,23,3,5,2,1,1,5,22966,2,0.92082872
1, , , , , , , , , , , , ,4,1,3,1,1, ,1,65000,1, ,1,2,2,2, ,5,1,1,2,4, ,5, , , , , , ,3, ,1, ,3, ,1,2,6,,1,1,1,1, , , , , , , , ,2, ,1,4,2,2,8,7,1,2,1,3,4,13,8,5,2,1,1,5,21239,2,1.238172285
1, , , , , , , , , , , , ,,2, ,2, , ,1,23160,3, ,1,7,3,2, ,3,7,4,3,4, ,5, , , , , , ,5, ,1, ,4, ,1,2,7,,1,1,2,1, , , , , , , , ,2, ,1,2,6,1, , , ,1,1,4,5,14,6,2,1,1,1,5,22905,2,0.92082872
1, , , , , , , , , , , , ,8,2, ,2, , ,2, ,3, ,1,1,9,9,,6,1,1,9,11,180,6, , , , , , ,9, ,1, ,7, ,1,2,5,,1,1,3,1, , , , , , , , ,2, ,1,3,,2,9,3,7,1,1,6,3,14,,5,5,1,1,5,21493,2,0.020082416
1, , , , , , , , , , , , ,8,1,3,1,1, ,2, ,2, ,2,8,2,2, ,6,8,3,3,4, ,7, , , , , , ,8, ,1, ,5, ,1,2,8,3,,1,2,1, , , , , , , , ,2, ,1,4,6,1, , , ,2,1,3,3,21,1,2,1,2, ,5,22267,2,0.920636491
1, , , , , , , , , , , , ,5,1,3,2, , ,1,27877,, ,1,8,5,, ,5,8,5,4,, ,7, , , , , , ,6, ,1, ,2, ,1,2,3,9,1,1,1,1, , , , , , , , ,2, ,1,, ,2,8,9,,1,2,5,3,22,,3,2,1,1,5,23011,2,0.92082872
1, , , , , , , , , , , , ,4,1,4,2, , ,1,1658,4, ,1,3,3,4, ,6,3,2,3,6, ,7, , , , , , ,5, ,3, ,2, ,1,3,, ,1,1,2,1, , , , , , , , ,2, ,, , ,2,5,9,,1,1,3,3,11,5,4,2,1,1,5,21491,2,1.238172285
1, , , , , , , , , , , , ,8,1,3,2, , ,1,14058,3, ,3,8,5,5, ,4,8,2,3,6, ,5, , , , , , ,7, ,1, ,7, ,1,3,10,2,1,1,1,1, , , , , , , , ,2, ,2,1,6,1, , , ,1,2,5,3,22,1,3,2,2, ,5,23291,2,0.92082872
1, , , , , , , , , , , , ,7,1,3,1,1, ,2, ,5, ,2,8,3,6, ,4,8,3,3,6, ,2, , , , , , ,7, ,1, ,7, ,1,4,, ,2,1,1,1, , , , , , , , ,2, ,2,, ,2,9,, ,2,1,7,1,23,4,3,3,1,7,5,22194,2,1.238172285
1, , , , , , , , , , , , ,7,1,3,2, , ,1,,, ,3,3,7,7, ,7,1,1,4,9, ,7, , , , , , ,10, ,1, ,3, ,1,4,, ,2,1,1,1, , , , , , , , ,2, ,1,4,6,2,9,8,7,1,2,4,5,12,5,4,,1,1,5,23032,2,0.92082872
1, , , , , , , , , , , , ,5,1,3,2, , ,1,43194,4, ,1,7,6,7, ,3,7,5,3,7, ,5, , , , , , ,9, ,4, ,6, ,1,4,, ,3,2,1,1, , , , , , , , ,2, ,1,2,3,1, , , ,1,1,5,2,14,4,2,,2, ,5,22798,2,0.920636491
1, , , , , , , , , , , , ,2,1,3,2, , ,2, ,4, ,1,8,3,4, ,6,8,3,4,6, ,5, , , , , , ,3, ,1, ,2, ,1,4,8,,3,1,1,1, , , , , , , , ,2, ,2,6,,1, , , ,1,1,4,2,,1,4,1,2, ,5,22949,2,0.92082872
1, , , , , , , , , , , , ,2,1,3,2, , ,2, ,2, ,1,8,2,2, ,5,8,5,2,2, ,5, , , , , , ,3, ,1, ,1, ,1,4,7,,4,2,1,1, , , , , , , , ,2, ,1,, ,2,9,, ,1,2,6,3,22,5,5,2,1,1,5,21280,2,1.238172285
1, , , , , , , , , , , , ,4,1,1,2, , ,2, ,3, ,1,7,2,2, ,5,7,2,3,3, ,1, , , , , , ,5, ,1, ,3, ,1,4,7,2,2,1,1,1, , , , , , , , ,2, ,2,3,1,2,9,7,5,2,1,8,5,23,5,2,2,1,1,5,23015,2,0.92082872
1, , , , , , , , , , , , ,6,1,5,2, , ,1,1907,4, ,1,2,7,5, ,7,2,4,7,7, ,5, , , , , , ,2, ,1, ,2, ,1,5,, ,1,1,2,1, , , , , , , , ,2, ,1,6,2,1, , , ,1,1,4,4,13,5,2,2,1,1,5,23682,2,0.99339886
1, , , , , , , , , , , , ,8,1,5,2, , ,1,28485,2, ,1,1,9,9,180,6,1,1,9,11,180,6, , , , , , ,9, ,1, ,8,6000,1,5,, ,1,1,3,1, , , , , , , , ,2, ,2,3,,2,9,, ,1,1,4,6,15,9,5,3,1,1,5,22201,2,0.020082416
1, , , , , , , , , , , , ,8,1,3,2, , ,1,5168,2, ,2,2,9,9,120,6,2,1,9,11,120,7, , , , , , ,4, ,1, ,4, ,1,5,4,,4,1,4,1, , , , , , , , ,2, ,, , ,2,3,, ,1,1,6,4,13,9,3,3,1,1,5,23332,2,0.051009649
1, , , , , , , , , , , , ,2,1,3,2, , ,1,26113,2, ,2,6,2,4, ,4,6,2,3,5, ,6, , , , , , ,5, ,1, ,2, ,1,7,, ,1,1,1,1, , , , , , , , ,2, ,1,6,,1, , , ,1,2,4,3,22,,2,2,1,1,5,22376,2,0.920636491
1, , , , , , , , , , , , ,4,1,3,2, , ,1,66388,3, ,1,8,2,2, ,5,8,2,3,4, ,5, , , , , , ,5, ,1, ,2, ,1,7,2,,2,1,1,1, , , , , , , , ,2, ,1,2,,1, , , ,1,2,4,5,15,5,4,2,1,6,5,22178,2,1.238172285
1, , , , , , , , , , , , ,4,1,3,2, , ,1,63294,1, ,1,4,2,2, ,5,4,1,2,4, ,7, , , , , , ,1, ,1, ,3, ,1,7,8,1,1,1,1,1, , , , , , , , ,2, ,1,2,7,2,10,7,8,2,2,3,5,,1,5,3,1,6,5,21870,2,1.238172285
1, , , , , , , , , , , , ,8,1,3,2, , ,1,,5, ,2,8,2,3, ,4,8,4,2,5, ,3, , , , , , ,3, ,1, ,2, ,1,7,2,6,2,1,2,1, , , , , , , , ,2, ,2,1,4,1, , , ,1,2,5,3,22,1,2,2,1,6,5,23042,2,0.92082872
1, , , , , , , , , , , , ,3,2, ,2, , ,2, ,, ,2,6,,, ,1,,,,, ,, , , , , , ,10, ,1, ,4, ,1,8,, ,1,1,2,1, , , , , , , , ,2, ,1,2,,2,9,, ,1,1,3,4,,4,2,,1,6,5,23249,2,0.92082872
1, , , , , , , , , , , , ,,2, ,2, , ,2, ,, ,2,3,2,5, ,3,3,1,3,7, ,3, , , , , , ,, ,, ,, ,2, , , ,,,,1, , , , , , , , ,2, ,, , ,1, , , ,1,2,7,2,22,1,4,,1,1,5,22450,2,0.920636491
1, , , , , , , , , , , , ,8,2, ,2, , ,2, ,, ,1,6,2,1, ,5,6,2,2,, ,6, , , , , , ,7, ,1, ,2, ,2, , , ,,,,1, , , , , , , , ,2, ,1,2,4,1, , , ,1,2,6,3,22,,3,,1,1,5,22884,2,0.92082872
1, , , , , , , , , , , , ,8,1,3,1,1, ,2, ,3, ,1,4,3,7, ,3,4,3,4,9, ,5, , , , , , ,8, ,, ,3, ,2, , , ,,,,1, , , , , , , , ,2, ,, , ,1, , , ,1,1,7,3,11,,2,1,1,1,5,23528,2,0.99339886
1, , , , , , , , , , , , ,8,1,,2, , ,2, ,, ,2,8,6,2, ,4,8,5,5,2, ,5, , , , , , ,11, ,9,,6, ,2, , , ,,,,1, , , , , , , , ,2, ,, , ,2,, , ,1,2,8,1,22,2,3,2,1,4,5,23539,2,0.99339886
1, , , , , , , , , , , , ,8,1,3,2, , ,1,1488,5, ,1,7,3,5, ,3,7,3,4,6, ,6, , , , , , ,6, ,1, ,2, ,2, , , ,,,,1, , , , , , , , ,2, ,1,4,2,2,1,8,3,1,1,3,3,15,5,3,,1,6,5,23700,2,0.99339886
1, , , , , , , , , , , , ,1,1,3,2, , ,2, ,1, ,1,8,7,4, ,3,8,5,1,2, ,, , , , , , ,1, ,1, ,1, ,2, , , ,1,,,1, , , , , , , , ,2, ,1,2,5,1, , , ,2,1,5,2,14,4, , ,1,1,5,20781,2,1.238172285
1, , , , , , , , , , , , ,4,1,1,2, , ,1,14884,, ,1,2,6,6, ,6,2,1,6,8, ,1, , , , , , ,1, ,1, ,2, ,2, , , ,1,,,1, , , , , , , , ,2, ,1,, ,2,9,, ,2,2,6,4,23,7,2,2,1,4,5,21059,2,1.238172285
1, , , , , , , , , , , , ,7,1,3,2, , ,1,3176,1, ,2,8,5,2, ,3,8,1,2,4, ,6, , , , , , ,7, ,5, ,1, ,2, , , ,1,,,1, , , , , , , , ,2, ,1,2,6,2,1,7,8,2,2,4,4,14,4,5,4,1,1,5,21392,2,1.238172285
1, , , , , , , , , , , , ,8,1,3,2, , ,2, ,2, ,1,4,1,1, ,5,4,1,2,2, ,5, , , , , , ,2, ,1, ,1, ,2, , , ,1,,,1, , , , , , , , ,2, ,2,, ,1, , , ,1,2,6,4,22,1,2,2,2, ,5,22144,2,1.238172285
1, , , , , , , , , , , , ,3,1,3,2, , ,2, ,2, ,2,4,2,2, ,5,4,2,3,3, ,7, , , , , , ,2, ,1, ,2, ,2, , , ,1,,,1, , , , , , , , ,2, ,6,1,2,1, , , ,1,2,5,4,15,8,3,3,1,1,5,22151,2,1.238172285
1, , , , , , , , , , , , ,5,1,3,1,1, ,2, ,1, ,1,2,2,2, ,4,1,1,3,1, ,1, , , , , , ,3, ,1, ,2, ,2, , , ,1,,,1, , , , , , , , ,2, ,2,6,5,1, , , ,1,2,9,1,23,3,2,1,1,9,5,23147,2,0.92082872
1, , , , , , , , , , , , ,8,1,3,2, , ,1,13500,, ,2,6,6,2, ,4,6,3,2,4, ,7, , , , , , ,6, ,1, ,1, ,2, , , ,1,,,1, , , , , , , , ,2, ,1,2,6,2,8,5,3,1,1,9,1,23,3,3,,1,2,5,23153,2,0.92082872
1, , , , , , , , , , , , ,7,1,3,2, , ,1,6008,3, ,1,4,5,6, ,7,4,4,5,5, ,7, , , , , , ,2, ,1, ,1, ,2, , , ,1,,,1, , , , , , , , ,2, ,1,2,4,1, , , ,1,1,5,3,15,8,3,2,1,1,5,23302,2,0.92082872
1, , , , , , , , , , , , ,,2, ,2, , ,1,12013,, ,1,8,3,2, ,5,8,3,2,4, ,5, , , , , , ,7, ,1, ,1, ,2, , , ,1,,,1, , , , , , , , ,2, ,4,2,6,1, , , ,1,2,7,1,22,,2,,2, ,5,23345,2,0.99339886
1, , , , , , , , , , , , ,8,1,,2, , ,2, ,3, ,1,8,6,3, ,6,8,5,3,5, ,3, , , , , , ,7, ,1, ,, ,2, , , ,,1,,1, , , , , , , , ,2, ,2,3,,1, , , ,2,,6,1,,2,5,1,2, ,5,21801,2,1.238172285
1, , , , , , , , , , , , ,5,1,2,1,1, ,1,22351,4, ,1,7,2,2, ,4,7,3,2,4, ,5, , , , , , ,2, ,1, ,2, ,2, , , ,,1,1,1, , , , , , , , ,2, ,, , ,2,, , ,1,2,5,2,22,2,2,2,1,6,5,22415,2,0.920636491
1, , , , , , , , , , , , ,2,2, ,2, , ,1,15095,, ,1,3,7,, ,5,2,2,7,, ,5, , , , , , ,8, ,5, ,2, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,6,2,4,2,9,, ,1,2,5,3,,4,3,3,1,1,5,20735,2,1.238172285
