A1,A12A,A12B,A12B1,A12B2A,A12B2B,A12B2C,A12B2C2,A12B3A,A12B3B,A12B3C,A12B3C2,A12C,A3,A4,A41,A5,A51,A512,B1,B11B1,B2,B2O,B3,B4,B5,B6,B6O,B7,B8A,B8B,B8C,B8D,B8DO,B9,C1,C2,C22A,C22B,C22C,C3,D1,D1O,D2,D2O,D3,D3O,E1,E11A,E11B,E11C,E21,E22,E23,E3,E32A,E32AO,E32BA,E32BAO,E32BB,E32BBO,E32BC,E32BCO,F1,F11,F21,F22,F23,F3,F321,F322,F323,G1,G2,G3,G4,G5,G6,G7A,G7B,G8,G81,G9,S1,code,w
1, , , , , , , , , , , , ,2,1,3,2, , ,1,7907,5, ,2,6,7,2, ,1,6,3,3,4, ,5,2,1, , , ,6,6, ,1, ,7, ,2, , , ,1,,,1, , , , , , , , ,1,1,1,2,4,1, , , ,1,2,6,3,14,3,3,3,1,1,13,90376,9,1.09063418
1, , , , , , , , , , , , ,1,1,3,2, , ,1,68772,1, ,1,8,3,6, ,1,8,2,4,8, ,3,2,1, , , ,3,12,,3, ,5, ,1,2,3,,2,1,2,1, , , , , , , , ,1,2,1,2,6,1, , , ,1,1,4,2,12,4,2,1,1,4,13,91036,9,0.876001324
1, , , , , , , , , , , , ,,1,3,1,1, ,2, ,4, ,2,7,7,6, ,1,7,2,6,, ,6,2,2,9,2,6,2,12,,1, ,4, ,2, , , ,1,,,1, , , , , , , , ,1,2,1,2,6,2,1,8,9,1,2,5,2,22,4,5,4,1,1,13,91265,9,0.937987594
1, , , , , , , , , , , , ,,1,,2, , ,1,15388,3, ,1,3,1,2, ,1,3,1,1,2, ,7,2,2,1,1,8,8,1, ,1, ,1, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,, , ,2,8,9,7,1,1,5,3,,5,3,3,1,3,13,91261,9,0.937987594
1, , , , , , , , , , , , ,8,1,3,2, , ,2, ,2, ,2,8,4,3, ,1,8,2,3,5, ,5,1,1, , , ,5,5, ,5, ,6, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,4,3,1,2,8,1,3,1,2,5,2,14,2,2,1,2, ,13,91367,9,1.086923851
1, , , , , , , , , , , , ,8,1,3,2, , ,2, ,, ,1,7,2,, ,1,7,2,3,, ,5,2,1, , , ,8,7, ,1, ,, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,, , ,2,, , ,1,1,4,3,12,3,5,1,1,3,13,91381,9,1.086923851
1, , , , , , , , , , , , ,8,1,3,2, , ,2, ,5, ,1,7,1,1, ,1,7,2,1,1, ,5,2,1, , , ,5,8, ,1, ,5, ,2, , , ,1,1,1,1, , , , , , , , ,1,2,5,1,,1, , , ,1,1,4,3,13,4,3,,1,1,13,91366,9,1.086923851
1, , , , , , , , , , , , ,8,1,3,1,1, ,1,10680,2, ,1,8,2,4, ,1,2,2,3,6, ,,2,2,4,3,6,6,6, ,8, ,2, ,1,4,3,7,3,1,1,2,, ,1, ,1, ,1, ,1,2,1,2,3,1, , , ,1,2,5,1,12,4,3,1,1,2,13,90917,9,0.876001324
1, , , , , , , , , , , , ,8,1,3,2, , ,1,29230,1, ,1,5,2,2, ,1,5,4,2,1, ,5,2,1, , , ,3,2, ,1, ,4, ,1,4,, ,2,1,1,1, , , , , , , , ,2, ,6,4,2,2,8,5,9,1,2,4,3,,1,4,3,1,1,13,90532,9,1.09063418
1, , , , , , , , , , , , ,8,1,,2, , ,1,31955,, ,2,8,1,2, ,1,8,2,2,3, ,5,2,1, , , ,5,, ,1, ,4, ,1,4,2,,2,,,1, , , , , , , , ,2, ,1,2,,1, , , ,1,1,6,2,13,4,2,2,1,1,13,90207,9,1.09063418
1, , , , , , , , , , , , ,3,1,3,2, , ,2, ,5, ,2,7,3,2, ,1,7,1,4,4, ,7,4,1, , , ,5,5, ,1, ,2, ,1,4,8,5,2,2,3,1, , , , , , , , ,2, ,5,1,4,1, , , ,1,1,3,5,12,3,2,1,1,1,13,90354,9,1.09063418
1, , , , , , , , , , , , ,4,1,3,2, , ,1,27910,5, ,1,8,3,6, ,1,7,1,4,7, ,6,2,1, , , ,6,4, ,1, ,5, ,1,3,, ,1,1,1,1, , , , , , , , ,1,2,6,2,,1, , , ,2,1,5,2,,6,4,2,1,1,14,90855,9,1.09063418
1, , , , , , , , , , , , ,,2, ,2, , ,2, ,, ,1,6,2,, ,2,6,1,,2, ,5,5,1, , , ,1,, ,1, ,4, ,2, , , ,1,1,1,1, , , , , , , , ,1,5,, , ,1, , , ,2,1,3,5,21,,3,,2, ,14,90861,9,1.09063418
1, , , , , , , , , , , , ,8,1,3,2, , ,2, ,, ,2,8,2,2, ,1,8,2,3,, ,1,2,2,3,4,1,1,9, ,5, ,8,,2, , , ,1,1,1,1, , , , , , , , ,1,5,2,1,6,2,8,1,5,1,2,3,5,14,3,2,,1,3,16,91039,9,0.876001324
1, , , , , , , , , , , , ,7,1,3,2, , ,2, ,, ,1,8,2,3, ,1,8,1,2,5, ,6,2,1, , , ,2,1, ,1, ,1, ,1,2,, ,1,1,1,1, , , , , , , , ,1,5,, , ,1, , , ,1,2,3,5,15,6,5,2,1,1,17,91026,9,0.876001324
1, , , , , , , , , , , , ,8,1,3,2, , ,1,17135,2, ,1,4,2,5, ,2,4,3,2,7, ,6,2,1, , , ,2,7, ,, ,1, ,2, , , ,,,,1, , , , , , , , ,2, ,1,2,4,1, , , ,1,2,3,6,21,1,4,2,2, ,18,91267,9,0.937987594
1, , , , , , , , , , , , ,3,1,3,2, , ,2, ,2, ,2,7,2,2, ,1,7,2,2,2, ,1,4,1, , , ,2,2, ,1, ,2, ,2, , , ,1,1,1,1, , , , , , , , ,1,2,6,, ,1, , , ,1,2,5,3,14,5,4,2,1,,19,91088,9,0.876001324
2,1,2, ,2,2,2,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,6,3,,5,3,1, , , ,70281,7,1.13341599
2,,2, ,,2,1, , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,5,2,11,4,1,,1,10,11,70199,7,1.13341599
2,1,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,70077,7,1.13341599
2,1,1,3, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,6,2,12,4,3,, , , ,70104,7,1.13341599
2,1,3, , , , , ,3,4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,,2,12,3,,2, , , ,70108,7,1.13341599
2,1,1,4, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,70159,7,1.13341599
2,1,3, , , , , ,2,2,1, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,5,6,,9,3,2,2, ,1,70263,7,1.13341599
1, , , , , , , , , , , , ,4,1,3,2, , ,2, ,4, ,1,1,5,8, ,6,1,2,5,10, ,5, , , , , , ,8, ,4, ,3, ,2, , , ,1,1,1,1, , , , , , , , ,1,2,5,1,3,1, , , ,1,1,3,5,13,5,3,2,1,6,1,70266,7,1.13341599
1, , , , , , , , , , , , ,4,1,3,2, , ,1,19830,4, ,1,7,5,5, ,2,7,1,5,7, ,1,2,1, , , ,1,5, ,7, ,1, ,1,3,, ,1,1,1,1, , , , , , , , ,2, ,1,4,2,2,3,7,1,2,1,3,5,21,1,5,5,1,4,1,70164,7,1.13341599
1, , , , , , , , , , , , ,7,1,3,2, , ,1,2105,, ,1,6,3,5, ,1,6,2,4,2, ,1,2,1, , , ,1,9, ,3, ,2, ,2, , , ,1,1,1,1, , , , , , , , ,1,2,1,, ,1, , , ,2,1,6,4,14,5,2,,1,1,1,70462,7,1.074186125
1, , , , , , , , , , , , ,8,1,1,2, , ,2, ,5, ,1,7,2,3, ,1,7,2,3,5, ,6,3,2,4,6,1,4,6, ,7, ,2, ,1,1,, ,1,1,1,2,1, ,1, ,1, ,1, ,1,3,2,3,,2,9,8,2,1,2,4,5,,5,2,2,1,4,1,70575,7,1.202971765
1, , , , , , , , , , , , ,8,1,3,2, , ,2, ,1, ,1,8,3,2, ,1,8,,4,4, ,7,2,1, , , ,1,6, ,2, ,1, ,1,1,2,3,1,1,3,1, , , , , , , , ,1,5,3,, ,1, , , ,1,2,3,2,12,4,3,,1,1,1,70520,7,1.074186125
1, , , , , , , , , , , , ,3,1,3,2, , ,2, ,3, ,1,4,3,4, ,3,3,1,4,6, ,1, , , , , , ,2, ,2, ,4, ,1,1,, ,1,1,2,1, , , , , , , , ,2, ,2,1,3,2,9,, ,1,1,4,5,12,6,2,2,1,1,2,70262,7,1.13341599
1, , , , , , , , , , , , ,5,1,3,2, , ,2, ,, ,2,2,1,2, ,5,,1,1,2, ,1, , , , , , ,2, ,2, ,3, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,2,3,1, , , ,1,1,4,4,15,8,2,2,1,1,2,70433,7,0.917370855
1, , , , , , , , , , , , ,8,2, ,2, , ,2, ,, ,1,7,6,5, ,2,7,4,4,6, ,1,2,1, , , ,6,12,,4, ,6, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,2,3,1, , , ,1,1,2,5,21,1,2,2,1,6,2,70587,7,1.202971765
1, , , , , , , , , , , , ,7,1,3,2, , ,1,13000,, ,2,7,2,6, ,2,7,3,3,8, ,6,2,1, , , ,2,12,,5, ,1, ,1,1,5,,1,1,2,1, , , , , , , , ,2, ,1,2,3,1, , , ,1,2,3,5,21,1,5,3,1,3,3,70577,7,1.202971765
1, , , , , , , , , , , , ,8,2, ,2, , ,2, ,6,,1,8,3,5, ,1,8,1,3,7, ,5,2,1, , , ,6,1, ,1, ,8,7000,1,2,3,,,,,1, , , , , , , , ,2, ,1,2,,1, , , ,1,2,3,5,14,5,4,3,2, ,3,70558,7,1.202971765
1, , , , , , , , , , , , ,8,1,3,2, , ,2, ,2, ,1,8,5,5, ,1,8,3,5,7, ,1,2,1, , , ,1,5, ,1, ,2, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,2,6,1, , , ,1,1,4,3,12,4,4,2,2, ,3,70287,7,1.13341599
1, , , , , , , , , , , , ,2,1,3,2, , ,2, ,2, ,1,7,3,2, ,2,7,2,2,3, ,5,1,1, , , ,1,6, ,1, ,6, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,2,1,6,2,7,1,9,1,1,3,5,21,,3,2,2, ,3,70347,7,0.917370855
1, , , , , , , , , , , , ,5,1,3,1,1, ,1,20103,2, ,1,6,1,2, ,1,6,1,1,4, ,1,1,1, , , ,6,1, ,1, ,2, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,2,4,1, , , ,1,2,3,5,14,5,4,4,1,1,3,70522,7,1.074186125
1, , , , , , , , , , , , ,8,1,3,2, , ,1,363,, ,1,6,2,1, ,2,6,2,1,2, ,1,2,1, , , ,6,3, ,1, ,1, ,2, , , ,,,,1, , , , , , , , ,1,2,6,2,1,2,8,1,3,1,1,3,5,21,1,2,1,2, ,3,70608,7,1.202971765
1, , , , , , , , , , , , ,8,2, ,2, , ,1,2973,6,90,1,8,4,5, ,2,8,2,4,7, ,6,1,1, , , ,6,8, ,1, ,5, ,2, , , ,1,1,1,1, , , , , , , , ,1,2,1,2,6,1, , , ,1,1,2,5,21,1,4,3,2, ,3,70603,7,1.202971765
1, , , , , , , , , , , , ,3,1,,2, , ,2, ,3, ,1,6,7,7, ,1,6,2,4,6, ,5,4,1, , , ,6,5, ,1, ,7, ,1,7,2,5,1,1,2,1, , , , , , , , ,2, ,1,3,2,1, , , ,2,2,5,4,15,5,2,3,2, ,3,70283,7,1.13341599
1, , , , , , , , , , , , ,2,1,3,2, , ,2, ,2, ,1,8,2,6, ,2,8,4,3,8, ,7,2,1, , , ,6,5, ,2, ,2, ,2, , , ,1,1,1,2,2, ,1, ,1, ,1, ,1,2,1,2,7,1, , , ,2,2,3,5,21,4,2,1,2, ,4,70401,7,0.917370855
1, , , , , , , , , , , , ,8,1,3,2, , ,2, ,3, ,1,8,2,2, ,2,8,4,2,4, ,3,2,1, , , ,1,6, ,2, ,4, ,1,10,11,15,4,2,3,1, , , , , , , , ,1,1,1,5,,1, , , ,1,1,3,6,21,1,2,2,1,5,5,70157,7,1.13341599
1, , , , , , , , , , , , ,7,1,2,2, , ,2, ,2, ,1,3,2,4, ,5,1,1,2,5, ,7, , , , , , ,3, ,1, ,1, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,3,4,1, , , ,1,2,4,4,13,4,2,3,1,1,8,70555,7,1.202971765
1, , , , , , , , , , , , ,5,1,3,1,1, ,1,23587,3, ,1,6,5,7, ,3,5,3,3,6, ,5, , , , , , ,3, ,1, ,5, ,2, , , ,1,1,,1, , , , , , , , ,1,2,6,2,4,1, , , ,1,1,6,5,14,4,3,3,1,1,8,70471,7,1.074186125
1, , , , , , , , , , , , ,2,1,3,2, , ,1,32509,4, ,1,6,7,8, ,6,2,4,4,9, ,6, , , , , , ,5, ,1, ,2, ,2, , , ,1,1,1,1, , , , , , , , ,1,2,1,6,4,1, , , ,2,1,4,5,13,5,2,2,2, ,8,70331,7,1.13341599
1, , , , , , , , , , , , ,8,1,3,2, , ,1,7570,, ,1,6,1,2, ,4,6,2,1,2, ,7, , , , , , ,5, ,1, ,3, ,2, , , ,1,1,1,1, , , , , , , , ,1,2,2,3,1,2,9,6,3,1,1,5,4,13,5,3,,2, ,8,70519,7,1.074186125
1, , , , , , , , , , , , ,8,1,5,2, , ,1,23000,3, ,1,1,6,9,50,6,1,1,6,11,50,6, , , , , , ,3, ,1, ,8,10000,2, , , ,1,1,1,1, , , , , , , , ,1,4,3,2,5,1, , , ,1,1,4,6,15,9,3,2,1,1,8,70481,7,0.050882216
1, , , , , , , , , , , , ,,2, ,2, , ,1,39473,5, ,1,7,3,2, ,1,7,2,2,4, ,,2,1, , , ,1,4, ,1, ,6, ,1,1,3,2,2,,,1, , , , , , , , ,1,1,2,3,1,2,1,2,3,1,1,3,5,21,3,2,,1,1,8,70458,7,1.074186125
1, , , , , , , , , , , , ,7,1,3,1,1, ,1,4252,, ,1,8,1,1, ,1,8,1,2,2, ,3,2,1, , , ,6,5, ,1, ,2, ,2, , , ,1,1,1,1, , , , , , , , ,1,1,1,2,6,1, , , ,1,2,5,3,,4,5,2,2, ,8,70579,7,1.202971765
1, , , , , , , , , , , , ,,2, ,2, , ,2, ,3, ,1,8,5,7, ,1,8,2,2,6, ,6,2,1, , , ,6,6, ,5, ,3, ,2, , , ,1,1,1,1, , , , , , , , ,1,3,2,6,1,1, , , ,1,1,4,3,13,4,3,2,1,1,8,70498,7,1.074186125
1, , , , , , , , , , , , ,8,1,3,2, , ,2, ,1, ,2,8,2,1, ,1,7,2,3,2, ,5,3,2,5,4,6,6,5, ,3, ,3, ,1,5,1,13,1,1,2,1, , , , , , , , ,2, ,4,2,1,2,8,9,5,1,2,5,3,22,1,5,2,1,1,8,70103,7,1.13341599
2,1,1,4, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,4,5,,3,1,1,1,9,9,70490,7,1.074186125
1, , , , , , , , , , , , ,4,1,3,1,1, ,1,74138,5, ,2,8,7,6, ,3,8,5,4,8, ,3, , , , , , ,6, ,1, ,6, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,6,2,1, , , ,1,2,7,3,13,6,2,2,1,1,9,70328,7,1.13341599
1, , , , , , , , , , , , ,8,1,5,2, , ,1,20789,4, ,1,4,5,8, ,1,,2,5,10, ,7,2,1, , , ,6,5, ,1, ,7, ,1,5,, ,1,1,2,1, , , , , , , , ,2, ,1,4,3,1, , , ,1,1,4,4,12,7,3,3,1,1,9,70417,7,0.917370855
1, , , , , , , , , , , , ,8,1,4,2, , ,1,2614,5, ,1,4,3,8, ,1,4,,4,7, ,6,2,1, , , ,6,4, ,5, ,5, ,2, , , ,1,1,1,1, , , , , , , , ,1,5,1,2,6,1, , , ,1,1,5,4,12,5,4,2,1,1,9,70616,7,1.202971765
1, , , , , , , , , , , , ,,1,3,2, , ,2, ,5, ,1,5,2,3, ,1,5,1,3,5, ,3,2,2,9,4,6,6,2, ,1, ,4, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,2,4,1, , , ,1,1,4,5,,,3,2,1,1,9,70350,7,0.917370855
1, , , , , , , , , , , , ,6,1,5,1,1, ,1,2120,3, ,2,4,9,9,180,6,4,2,3,9, ,6, , , , , , ,12,,5, ,4, ,2, , , ,1,1,1,1, , , , , , , , ,1,2,2,1,5,1, , , ,1,1,4,4,14,6,3,2,1,1,10,70482,7,0.050882216
1, , , , , , , , , , , , ,6,1,3,2, , ,2, ,, ,2,6,2,4, ,1,2,1,3,6, ,1,2,1, , , ,1,5, ,3, ,4, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,6,2,1, , , ,2,2,4,5,,4,2,2,1,1,10,70413,7,0.917370855
1, , , , , , , , , , , , ,8,1,3,1,1, ,1,19865,5, ,1,8,4,5, ,1,8,1,4,7, ,6,2,1, , , ,6,5, ,1, ,5, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,2,4,2,9,, ,1,1,4,5,12,6,4,2,1,1,10,70546,7,1.074186125
1, , , , , , , , , , , , ,8,1,5,2, , ,1,22000,2, ,1,6,5,8, ,1,6,1,5,10, ,7,3,1, , , ,6,12,400,1, ,8,30000,1,5,, ,1,1,2,1, , , , , , , , ,1,1,1,, ,2,9,, ,1,1,4,5,13,5,2,2,1,1,10,70547,7,0.050882216
1, , , , , , , , , , , , ,,2, ,2, , ,1,20222,, ,2,8,3,4, ,1,,,,, ,,2,1, , , ,1,5, ,1, ,4, ,2, , , ,1,1,1,1, , , , , , , , ,1,2,, , ,1, , , ,1,1,6,2,12,3,5,,1,3,10,70156,7,1.13341599
1, , , , , , , , , , , , ,3,1,3,2, , ,2, ,2, ,2,8,3,2, ,1,8,3,3,3, ,6,2,1, , , ,1,6, ,3, ,2, ,2, , , ,1,1,1,1, , , , , , , , ,1,2,1,2,3,1, , , ,2,1,3,3,15,2,2,1,2, ,10,70552,7,1.202971765
2,1,3, , , , , ,3,5,1, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,5,5,12,4,1,2,1,7,11,70075,7,1.13341599
2,1,3, , , , , ,3, ,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,5,3,12,8,2,2,1,1,11,70099,7,1.13341599
2,1,3, , , , , ,3,4,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,2, ,11,70114,7,1.13341599
2,1,3, , , , , ,3,4,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,7,1,11,2,3,2,1,1,11,70119,7,1.13341599
2,1,3, , , , , ,3,4,2,1,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,2, ,11,70120,7,1.13341599
2,1,3, , , , , ,3,4,2,5,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,9,2,23,5,3,4,1,1,11,70203,7,1.13341599
2,1,3, , , , , ,3,2,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,2, ,11,70206,7,1.13341599
2,1,3, , , , , ,3,5,2,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,6,3,23,2,3,3,1,1,11,70208,7,1.13341599
2,2,1,4, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,5,4,15,5,3,3,1,3,11,70279,7,1.13341599
2,,1,, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,6,3,14,6,3,1,1,1,11,70291,7,0.002603276
2,1,3, , , , , ,3,1,1, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,9,2,11,2,1,,1,4,11,70380,7,0.917370855
2,1,, , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,9,1,15,4,4,4,1,3,11,70396,7,0.917370855
2,2,1,1, , , , , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,2, ,11,70602,7,1.202971765
1, , , , , , , , , , , , ,8,1,3,1,1, ,2, ,2, ,1,6,7,7, ,4,6,3,3,6, ,5, , , , , , ,, ,, ,, ,2, , , ,,,,1, , , , , , , , ,2, ,, , ,1, , , ,,,,,,,,,2, ,11,70236,7,1.13341599
1, , , , , , , , , , , , ,8,1,3,1,1, ,2, ,2, ,1,8,2,2, ,5,8,3,2,4, ,3, , , , , , ,4, ,1, ,1, ,1,1,7,,,,,1, , , , , , , , ,2, ,1,2,6,2,8,9,,1,2,7,3,22,,3,2,1,1,11,70487,7,1.074186125
1, , , , , , , , , , , , ,8,1,5,1,1, ,1,17381,2, ,1,1,6,8, ,6,1,1,6,10, ,7, , , , , , ,4, ,1, ,5, ,1,2,5,,1,1,3,1, , , , , , , , ,2, ,4,2,6,1, , , ,1,1,5,6,14,9,2,3,1,1,11,70359,7,0.019676711
1, , , , , , , , , , , , ,6,2, ,2, , ,1,17912,3, ,2,5,5,4, ,6,5,4,5,6, ,, , , , , , ,4, ,1, ,1, ,1,3,16,,1,1,1,1, , , , , , , , ,2, ,6,4,2,2,5,6,8,1,1,9,5,23,1,3,,1,5,11,70343,7,0.917370855
1, , , , , , , , , , , , ,8,1,3,2, , ,2, ,4, ,2,3,3,5, ,3,3,1,4,7, ,, , , , , , ,3, ,1, ,1, ,1,3,2,13,2,1,1,1, , , , , , , , ,2, ,6,1,2,1, , , ,1,1,4,3,12,6, , ,1,1,11,70502,7,1.074186125
1, , , , , , , , , , , , ,7,1,3,2, , ,1,6911,2, ,1,7,2,3, ,3,7,4,2,, ,6, , , , , , ,1, ,1, ,, ,1,4,, ,4,,,1, , , , , , , , ,2, ,, , ,2,1,5,,1,1,9,1,11,2,4,,1,7,11,70123,7,1.13341599
1, , , , , , , , , , , , ,6,1,5,2, , ,1,8754,2, ,1,3,8,9,150,6,3,1,8,11,150,7, , , , , , ,12,900,1, ,, ,1,5,, ,1,1,3,1, , , , , , , , ,2, ,2,5,3,1, , , ,1,1,3,3,13,6,3,2,1,1,11,70593,7,0.018459595
1, , , , , , , , , , , , ,8,1,1,2, , ,1,10688,5, ,1,8,6,8, ,3,8,5,4,10, ,5, , , , , , ,11, ,1, ,3, ,1,7,, ,1,1,1,1, , , , , , , , ,2, ,2,1,4,1, , , ,2,1,6,3,13,5,3,2,1,1,11,70446,7,0.917370855
1, , , , , , , , , , , , ,7,2, ,2, , ,1,9281,5, ,1,4,2,5, ,7,4,1,3,7, ,7, , , , , , ,3, ,1, ,1, ,1,8,, ,1,1,1,1, , , , , , , , ,2, ,1,, ,1, , , ,1,1,8,4,23,7,3,2,1,1,11,70240,7,1.13341599
1, , , , , , , , , , , , ,,2, ,2, , ,2, ,, ,1,2,2,2, ,5,,1,3,4, ,7, , , , , , ,, ,, ,, ,2, , , ,,,,1, , , , , , , , ,2, ,, , ,1, , , ,1,2,7,2,22,,,,2, ,11,70441,7,0.917370855
1, , , , , , , , , , , , ,8,1,3,1,1, ,2, ,1, ,2,8,2,2, ,3,8,5,3,4, ,5, , , , , , ,1, ,1, ,5, ,2, , , ,,,1,1, , , , , , , , ,2, ,, , ,2,6,, ,1,1,9,3,11,2,2,,1,7,11,70300,7,1.13341599
1, , , , , , , , , , , , ,2,1,2,2, , ,2, ,2, ,1,8,3,4, ,3,8,2,2,6, ,7, , , , , , ,5, ,1, ,2, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,, ,1, , , ,1,2,9,1,11,2,3,5,1,10,11,70081,7,1.13341599
1, , , , , , , , , , , , ,,1,,2, , ,2, ,, ,1,6,3,, ,5,6,2,3,, ,5, , , , , , ,7, ,1, ,8,,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,, ,2,9,3,,1,2,6,3,22,1,3,1,1,1,11,70129,7,1.13341599
1, , , , , , , , , , , , ,,2, ,2, , ,1,27905,2, ,1,5,2,2, ,6,5,2,3,3, ,5, , , , , , ,1, ,1, ,1, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,2,5,1, , , ,1,1,6,3,11,1,2,2,1,1,11,70148,7,1.13341599
1, , , , , , , , , , , , ,5,1,3,2, , ,1,32658,4, ,1,3,2,5, ,4,3,2,2,6, ,6, , , , , , ,1, ,1, ,1, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,2,1,6,2,7,9,2,1,1,4,6,12,8,3,2,1,1,11,70151,7,1.13341599
1, , , , , , , , , , , , ,6,1,3,2, , ,2, ,6,44,1,6,2,5, ,3,6,2,3,7, ,5, , , , , , ,4, ,1, ,5, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,2,4,6,1, , , ,1,1,6,4,15,9,4,,1,3,11,70154,7,1.13341599
1, , , , , , , , , , , , ,1,2, ,1,1, ,2, ,1, ,1,3,2,2, ,3,3,2,3,3, ,1, , , , , , ,5, ,1, ,7, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,, , ,2,, , ,1,2,8,3,12,6,5,4,1,1,11,70192,7,1.13341599
1, , , , , , , , , , , , ,8,1,1,2, , ,1,53500,3, ,1,1,2,4, ,6,1,1,3,6, ,7, , , , , , ,2, ,1, ,3, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,, ,1, , , ,1,1,5,3,14,5,2,2,1,1,11,70213,7,0.002603276
1, , , , , , , , , , , , ,,1,3,2, , ,1,24368,, ,1,4,5,4, ,5,4,2,5,6, ,2, , , , , , ,2, ,1, ,2, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,2,6,4,1, , , ,1,2,4,5,12,4,3,3,1,1,11,70225,7,1.13341599
1, , , , , , , , , , , , ,6,1,1,2, , ,1,19212,, ,1,3,2,6, ,5,3,1,3,8, ,5, , , , , , ,1, ,1, ,1, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,, , ,1, , , ,2,2,5,3,22,5,3,3,1,3,11,70226,7,1.13341599
1, , , , , , , , , , , , ,3,1,2,1,1, ,2, ,2, ,1,8,4,5, ,6,8,3,1,5, ,5, , , , , , ,8, ,1, ,5, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,, , ,1, , , ,2,1,5,3,11,3,3,2,1,1,11,70253,7,1.13341599
